Gene.symbol	Gene.ID	adj.P.Val	logFC
SNORD41	26810	0.174795848586066	1.2329906345136
		0.174818372810747	0.275124208495463
		0.17482132289257	0.222505376077096
OR4C46	119749	0.17485249681771	0.260072267827664
		0.174874297853021	0.104464273746031
		0.174875043497881	0.142784236122449
		0.174875043497881	0.303549636678003
		0.174904753002622	0.254483106040815
STXBP5	134957	0.174904753002622	-0.520016171178007
PDE7B	27115	0.174986766184065	-0.536341265956916
		0.174989070909424	0.252488426921767
TYRO3	7301	0.175039061701946	-0.23582726388549
MYL12B///MYL12A	103910///10627	0.175060312273239	0.510318745289116
		0.175103477059488	0.539114822453514
SIX6	4990	0.175103477059488	0.265728596810657
		0.175103477059488	0.2953732662483
SNORA7B	677797	0.175106662314929	0.419656323994332
ACPT	93650	0.175127774365566	0.219990735044216
PTGFR	5737	0.175149245824269	-0.191368748660999
TRAPPC2L	51693	0.175175856057452	0.277617793359412
REEP3	221035	0.175175856057452	0.359304619583897
SAP30	8819	0.175179862361105	-0.324118640979592
		0.175183624637715	-0.312096646571431
PLXNA1	5361	0.175227474782379	0.252803467027212
ZNF691	51058	0.175228539945508	0.282799428475056
SNORD42A	26809	0.175228539945508	0.835015860841268
FUNDC2P2	388965	0.175296800728348	0.188216108473922
FLVCR1-AS1	642946	0.175296800728348	0.241616306105441
TSPAN11	441631	0.175395614593433	0.281496165343534
ZNF880	400713	0.175410580887457	0.446731687656462
		0.175500395469901	0.308978290073693
DHFR2	200895	0.175541287245236	0.292071034139456
		0.175541287245236	0.114012150258503
BORCS7-ASMT///BORCS7	100528007///119032	0.175566788921728	0.301474608104307
SYT7	9066	0.175602504404609	0.168920757292517
		0.175631703116256	0.206477119334465
		0.175675253152926	0.241430600663263
KIAA1456	57604	0.175713832665681	-0.229509335606577
HYAL1	3373	0.175713832665681	0.215979102453515
		0.175731661942465	0.230212890640589
PACSIN1	29993	0.175738765856673	0.200024181823128
DIO3OS	64150	0.175746402468693	0.215112510384351
		0.175786396832007	0.243865940001132
		0.17585416291848	0.477758182366213
SDF4	51150	0.175874813921272	-0.227548058903628
PTH	5741	0.175914557127448	0.137873532148526
CPLX4	339302	0.175924033455117	0.15133643436848
WDR73	84942	0.175971683650704	-0.27503396680499
		0.175979964443528	0.152962143529478
		0.175995462971199	0.35191808974263
FAM163B	642968	0.175995462971199	0.255859934611109
LOC440311///GLTSCR2	440311///29997	0.175995462971199	-0.731404778446715
TMPRSS11F	389208	0.176082272649616	-0.159900096975057
BLCAP	10904	0.176082272649616	0.236932419136053
		0.176106893668759	-0.42239479403288
		0.176212548244701	0.401476246196144
TGIF2LY///TGIF2LX	90655///90316	0.176255828313583	-0.421025531793651
RAMP1	10267	0.176255828313583	-0.23532095387415
MTURN	222166	0.176317125464391	-0.578934187605445
NEBL	10529	0.176337575820151	0.680508187088434
SHFM1	7979	0.176440886370971	-0.540205828090705
		0.176442639862405	-0.169445167280047
		0.176532542599539	-0.457811060120182
CYP27A1	1593	0.176552500529214	1.00142180023696
SLC26A3	1811	0.176602732552153	0.139742415434239
ZFYVE16	9765	0.176602732552153	0.625061589312923
KCTD17	79734	0.176612619081345	0.220350168017005
		0.176612619081345	0.242154271729025
		0.176695519957171	0.47521106023356
TEKT2	27285	0.176695519957171	-0.222171101223358
		0.176698654687165	0.517517397002266
PIGO	84720	0.176719839869694	-0.244064357000002
C7orf66	154907	0.176796731911761	0.156466029752834
SOSTDC1	25928	0.176808698095888	-0.244042413463719
OR52N5	390075	0.176943095877824	-0.191796722663266
ZCCHC9	84240	0.176943095877824	0.208618888469386
		0.176969095947259	0.277448162631518
		0.176977404862915	0.197336088798185
DMXL1	1657	0.176977927697993	0.388980627309523
GPR32	2854	0.176977927697993	-0.201975358283448
		0.177057404153558	-0.186611886645125
CRNKL1	51340	0.177158058729738	0.229796870362811
LPIN3	64900	0.177158058729738	0.174689267413832
EBAG9	9166	0.177158058729738	0.447392162272108
		0.177196613211791	0.218250489320861
		0.17719835846234	0.176583108605441
CENPBD1P1	65996	0.17720494186687	0.355427415645122
ZNF432	9668	0.17722644837664	0.356620977192742
SHROOM1	134549	0.177312684047907	0.251754045599773
TPCN1	53373	0.177354306336227	0.532829458472789
POTEF///POTEJ///POTEM///POTEE///POTEKP	728378///653781///641455///445582///440915	0.177361419312799	0.332337418277776
OR2A5	393046	0.177422784901615	0.16362142872789
CAMLG	819	0.177524856199751	0.277183400715416
SEC22A	26984	0.177599279354276	0.452984238778911
		0.177601838084232	0.129111797699546
RBP1	5947	0.177627125314888	0.208958298407027
		0.177646797466132	0.224325833842403
C11orf80	79703	0.177649388621709	0.672629519346936
		0.177820069120895	0.359619897964851
		0.177820069120895	0.170138754267573
		0.177823873281812	0.495936006115643
MIGA1	374986	0.177823873281812	-0.392568143056693
LGR5	8549	0.177897343975299	-0.119867434778912
CYP2S1	29785	0.177974856619842	-0.388720472492066
		0.177974856619842	0.229528001284578
IKZF2	22807	0.17801821893585	0.756058952748297
MYO9B	4650	0.17801821893585	0.348979130866208
LMCD1	29995	0.178047734904184	0.22279270631179
MIR105-2///MIR105-1	406898///406897	0.178082399564342	0.411808819255102
		0.178123105048228	0.326982923298185
		0.178234713572545	0.113012788270974
		0.178234713572545	0.227404866897958
CNTN6	27255	0.178234713572545	0.157283204851474
		0.178234713572545	-0.222906369357143
CCNJL	79616	0.178234713572545	0.704469246573694
TOX4	9878	0.17830311482372	0.294348216197278
		0.178330287341308	0.163073970748299
DAZ4///DAZ2///DAZ3///DAZ1	57135///57055///57054///1617	0.178370582422091	0.153144416334467
TMEM160	54958	0.178387686341829	0.230191654759636
NLRP8	126205	0.178405540597066	0.13773164720975
PCP2	126006	0.178504902329341	0.20319234937642
		0.17853302138105	0.112704149841269
TMEM110-MUSTN1///TMEM110	100526772///375346	0.178623227144694	0.202747748087299
CROT	54677	0.178689761870507	0.537873070010202
		0.178690241004569	-0.297613789099774
TSPYL5	85453	0.178762441406253	0.648093880819728
ARID4A	5926	0.178772201614708	0.393158553614509
MEAF6	64769	0.17881965171568	0.335727066439907
MRPL11	65003	0.17881965171568	-0.430851015352611
MYD88	4615	0.178858699759661	0.556596315924033
		0.178951002838087	0.259360089770973
STK11IP	114790	0.178951002838087	-0.259251014316328
MTMR9	66036	0.178965503460284	0.187162487573695
RPS10P7	376693	0.1790258075973	0.353065363639455
LOC100128310	100128310	0.179039608618134	0.338580122590701
CASP1	834	0.179094940701149	0.637675041738091
		0.179094940701149	0.137229699160997
FOXJ3	22887	0.179136273578163	0.326465601665532
		0.179136697253028	-0.660015859281184
FAIM2	23017	0.179136697253028	-0.167422173581634
ROCK1P1	727758	0.179142459853376	0.276264292436507
CDC42EP5	148170	0.179164101915566	0.251262007868482
		0.179223037869482	0.17994476609864
		0.179321490198285	0.217886090478457
		0.179321490198285	0.945826235663267
		0.179374297636811	0.241778265712018
		0.179445392323577	-0.69156806377778
PARL	55486	0.179467808526674	-0.491811737391157
ZNF408	79797	0.179473916815781	0.202823002899092
STMN2	11075	0.179473916815781	0.18887585156009
MAN1A1	4121	0.179597189243617	-0.528923755287984
GABARAP	11337	0.179605490083667	0.54447785528231
		0.179621406983537	0.22527036809297
LINC00207	388910	0.179621406983537	0.23156028155669
TMEM5///TMEM5	10329///10329	0.179640111477193	-0.500200461133791
IDO1	3620	0.17968773285144	0.739275745645124
		0.17968773285144	0.290142338002267
NDUFS8	4728	0.179729820937572	-0.159376367664399
IL20RA	53832	0.179754527911116	0.178282258332199
PYCR1	5831	0.17975619483049	-0.166625818810658
PIGA	5277	0.17975619483049	-0.379194785876418
		0.179789591471798	-0.210924429095238
		0.179823023995706	0.133166300181405
		0.179868300176717	0.132224939570295
ATXN10	25814	0.179868300176717	-0.551665416221088
LRRFIP1	9208	0.179874761712717	-0.467022137447845
RPL12	6136	0.17989789634576	-0.692973322422901
LRRFIP2	9209	0.179913636163977	-0.362237161013608
		0.180104821270174	0.239798509209749
FLOT1	10211	0.180106868116665	0.465011784264173
TMEM70	54968	0.180270926172719	0.261788890036279
CCDC177	56936	0.180270926172719	0.18333600406916
		0.180271580066294	-0.344971578420635
CYP4F3	4051	0.180316360653932	1.21006565595011
LPIN1	23175	0.180319255398016	-0.51694189101134
		0.180376168457177	0.136439232535147
TULP4	56995	0.180393653090859	0.506564965029477
CYP11B2	1585	0.180393653090859	0.195216426812922
KCNE1	3753	0.180393653090859	0.521877227151925
TLR6	10333	0.180451040764761	1.10595077359637
ADAMTS5	11096	0.18047475082113	0.296355360803854
		0.180519726254192	0.205283356126984
		0.180605944920949	-0.348033779919502
		0.180803082062742	0.13340240470975
		0.180844154905587	0.250900105727889
		0.180886728277577	-0.345182224693877
PP7080///PP7080	25845///25845	0.18090950147814	0.45241162086848
		0.181009991381279	0.232987294234694
TMSB4Y///TMSB4XP6///TMSB4XP2///TMSB4XP1///TMSB4X	9087///7120///7116///7115///7114	0.181027317233897	0.236215734407025
SLC9A3R1	9368	0.181027317233897	0.303918649645123
INO80C	125476	0.181038457698878	-0.26977148259524
		0.181099090449355	0.225864895321994
		0.181099090449355	0.59880354652154
DAGLB	221955	0.181122896997583	-0.289551680378684
		0.181194888421693	0.219590257426304
DSCAM	1826	0.181199652871155	0.162105843976191
		0.181206776737347	0.204294976960317
		0.181226822650035	0.344753256843538
AGFG2	3268	0.181240235447457	0.215463786302719
		0.18139709359793	-0.390351824314059
NFE4	58160	0.181435390088432	0.731686563731293
PLRG1	5356	0.181461019068775	-0.364381645664398
		0.181515847603551	0.216559299446712
		0.18152360970108	-0.540640200736965
		0.18152360970108	-0.560411966955785
		0.181604097832131	-0.323069688808392
GRASP	160622	0.181617381083455	0.424331511781178
		0.181632337217124	0.125740994065759
		0.181632337217124	0.132272436151927
SCN3B	55800	0.181672221172188	0.210802812649659
		0.181687294169526	0.165919784240362
		0.181758189018806	-0.113632927905897
LIG1	3978	0.181758189018806	-0.36780556700567
ALOX15	246	0.181863723885159	0.73437109421315
RAP1GAP2	23108	0.181863723885159	0.376721092802722
MRPL41	64975	0.181863723885159	0.244708445089567
TINAGL1	64129	0.181863723885159	0.275199069183674
HINT1	3094	0.181878872556956	-0.368326790749434
		0.181878872556956	0.135439340549886
		0.181920770698247	0.322024741774376
		0.181995456111334	0.390286406464852
CEP295	85459	0.18209087024966	0.360241453367347
		0.182099450663786	-0.107346635511339
		0.182099450663786	0.33645161373356
OR11A1	26531	0.182159372468863	-0.157382655678004
TMEM14EP	645843	0.182159372468863	0.414259098874148
ESYT2	57488	0.182281014860732	-0.344752386860547
TTC7A	57217	0.182281014860732	-0.351539742656461
		0.182303053467517	0.257681395273238
STGC3	474171	0.182303053467517	0.23876369462018
LINC00935	255411	0.182303053467517	0.219258609160998
ZNF271P	10778	0.182303053467517	-0.254443855191614
		0.182303053467517	0.272654884436506
		0.182303053467517	0.53441991380839
PLIN4	729359	0.182303053467517	0.398269193048753
TTC25	83538	0.182303053467517	-0.202157106424037
		0.182514012928612	0.271020130226757
AMBRA1	55626	0.182514012928612	0.145743168763039
		0.182541205027105	-0.487047513373017
TMPRSS11A	339967	0.182541205027105	0.147615788746031
SS18L1	26039	0.182617197662228	0.219403931345804
A1CF	29974	0.182638127492065	0.138636432239229
IL6R	3570	0.182638127492065	0.649450462789113
PADI1	29943	0.182672975845404	0.134981115107709
DNASE2B	58511	0.182743331877619	0.166909235057823
TRIM50	135892	0.182776001786802	-0.224609568385488
RBM14	10432	0.182776001786802	-0.424387716523814
		0.182779577754228	0.478318011662132
		0.182848844167251	0.251117888112244
MAGED4///MAGED4B	728239///81557	0.182866434084465	0.353158596044216
		0.182866434084465	-0.134913965464853
		0.182866434084465	0.307009588369612
SLCO1A2	6579	0.182866434084465	0.114024744108843
LOC439951	439951	0.182866434084465	0.243254015486395
LRRC37B	114659	0.182866434084465	0.6501447556712
RNGTT	8732	0.182886982673793	-0.218375465831071
PPP1R7	5510	0.182986978435033	0.348866142518139
GSTM4	2948	0.183042029515125	0.456388246212015
		0.183138798850027	0.167603192002266
		0.183251725284073	-0.270572185176871
		0.183299835186781	-0.134478709556689
		0.183299835186781	-0.400011319926307
TYW1B	441250	0.183462264538688	0.336343492517005
		0.183491312689644	0.899383364699545
METTL1	4234	0.183494268203577	-0.415833465113381
C1QTNF3-AMACR///C1QTNF3	100534612///114899	0.183546003441064	-0.38181613283787
CXorf40B	541578	0.183546003441064	0.219857746009068
FAM156B///FAM156A	727866///29057	0.183583179454884	-0.361826043828799
PLA2G4D	283748	0.183587915181702	-0.185632313760772
		0.183587915181702	0.203766622568026
		0.183590577421862	0.146748330829932
		0.183592579383872	-0.36071647695805
LYRM1	57149	0.183651415751189	0.338304728897957
BICD2	23299	0.183658302204039	0.289744407628116
		0.183658302204039	0.450906757473923
LINC01165	100128830	0.183658302204039	0.270178532709751
RNF128	79589	0.183658302204039	0.148272627259637
RAB11FIP2	22841	0.183770732051073	0.234372272036282
		0.183770732051073	0.161171240706349
		0.183770732051073	-0.468858682803855
		0.183770732051073	0.180321399204081
		0.183779248824667	-0.675982516723358
		0.183783771616604	-0.548124205278914
PCDHB13	56123	0.183826594412081	-0.221088145129253
		0.183826594412081	0.321253729486395
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P	100288778///100287171///653635///375260///374666	0.183838990177281	-0.256694100352612
		0.183854876698749	0.416677927636054
KAZN///KAZN	23254///23254	0.183932984078129	0.286252155619048
ZNF132	7691	0.183932984078129	0.277424584575962
		0.183936660331615	-0.458666792773244
SHB	6461	0.183946647542884	-0.254772827690478
		0.183973102815439	-0.302701789655329
FZR1	51343	0.183987670960849	0.204972163429703
		0.183987670960849	0.3361641973356
		0.184009024333991	-0.402690116604309
		0.184038130229201	0.386321935568025
COX15	1355	0.184063768610193	-0.164073345388892
		0.184306400178412	-0.31736736491837
TBKBP1	9755	0.184341354626684	0.309549559941042
		0.184341354626684	0.0993368118605433
PDXK	8566	0.184376156215828	0.248093057927437
		0.184376935109979	-0.51427121106236
		0.184384497509409	0.3495826634127
S1PR5	53637	0.184482362140235	0.236280518465985
		0.184570899239281	0.214095161047617
SNHG1///SNORD31	23642///9298	0.184627459215876	-0.581550852518141
C15orf59	388135	0.184653973416113	0.223167056907029
CABP5	56344	0.184653973416113	0.184007439413832
TPPP	11076	0.184661365974792	0.228611225918366
EPHX4	253152	0.184695406220511	0.257913259586168
LRRC42	115353	0.184773211866672	-0.186215146289118
KIF25-AS1	100505879	0.184787152215896	0.167929506399092
KCNK6	9424	0.184787152215896	0.333781664692743
MDM4	4194	0.184802275375261	0.212777140478455
RRP15	51018	0.184987156370175	-0.521573671264174
KCNN3	3782	0.18501227471849	0.187404707004536
		0.18501227471849	0.481496211247165
HPS1	3257	0.185014431995808	0.163468500168932
ARL14	80117	0.185014431995808	0.144761775617914
ZNF561	93134	0.185087478913065	0.35389320445578
SPHAR///RAB4A	10638///5867	0.185094125588937	-0.344933857878688
PIP5K1A	8394	0.185207420466262	-0.228405491772111
		0.185215178951893	-0.223266152489797
		0.185341666012584	-0.632757347141724
		0.185443339719684	0.181581587122448
PCMTD2	55251	0.185482615377764	0.289263587465983
PIWIL3	440822	0.185501425163561	-0.191728576506803
SHISA3	152573	0.185685467743424	0.271659094459184
MIR29B1	407024	0.185827860050565	0.16043480611111
NPHP3-ACAD11///ACAD11	100532724///84129	0.185937335941153	-0.683120738053291
		0.185937335941153	-0.316665384958051
ABI3BP	25890	0.185937335941153	0.222040832818594
		0.185966977419818	0.191709019806124
		0.185969355870044	-0.571455361257371
DDX4	54514	0.186015244832379	0.157048821591836
		0.186126224181068	0.213688192756235
OR6N2	81442	0.186138936002804	0.294359408155329
CNFN	84518	0.186149294301711	0.232561344426303
USP9X	8239	0.186149294301711	0.222790836340135
CCDC124	115098	0.186149294301711	-0.242703229846939
OR7E37P///OR7E35P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P	100506759///391632///389538///219445///92196///26648///26628///10821///10819	0.186179570344501	0.652599506941042
UBE4A	9354	0.18618337023958	0.204176841180272
ICOS	29851	0.18618337023958	1.1512920560873
		0.18618337023958	0.265415192352608
		0.186300355853573	0.307331462740361
MRPL21	219927	0.186300355853573	-0.351932382829934
EMC6	83460	0.186304730954187	-0.326808376927437
KIR3DL2///KIR3DL1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DL2///KIR3DL1	3812///3811///3805///3804///3803///3802///3812///3811	0.186317731698682	0.226843084104308
ASAP1	50807	0.186408477420771	0.730038660208617
		0.186451900087966	-0.192444143401361
		0.186487181044507	-0.163525569749434
		0.18653060883593	0.109776238690475
MEMO1	51072	0.186642891532201	-0.262742880778913
		0.186642891532201	-0.335977630089572
DNAJB3	414061	0.186645367446981	-0.189421284414967
		0.186649090813664	-0.385835190391156
TCF7L2	6934	0.186652969463717	-0.693733771541952
ACBD4	79777	0.186652969463717	0.300425744222221
		0.186652969463717	-0.332336321258506
NTM	50863	0.186669376694663	0.236585949944443
		0.186725930163657	0.474462944446712
SRSF8	10929	0.186733890820809	0.754047990820861
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218	0.186982783997318	-0.301696326464854
DEGS1	8560	0.18702146506094	0.302262070526075
		0.187094344292485	0.179564704386621
		0.187149534094402	0.271699026769841
		0.187278542360227	0.161821293314059
		0.187278542360227	0.149210139480724
CPD	1362	0.187278542360227	-0.712730357115644
		0.187330729844667	0.140230868597505
		0.187334854286601	0.257137727882086
WDR60	55112	0.187421649265215	-0.380498634200682
TBXAS1	6916	0.187421649265215	-0.888355587175741
		0.187450046932403	-0.238233660311792
SLC25A20	788	0.187450046932403	-0.360486294895693
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	100132832///100101440///729453///441263///441259///5395///5387///5383///5382///5380///5379///729453///5387///5380///5379	0.187450046932403	-0.35547555813492
		0.18761133396785	-0.6441982630771
IL36G	56300	0.187713824551649	0.189323868507935
		0.187780156738132	0.408831698603173
ZNF469	84627	0.18785426261439	0.212553367625849
		0.18785426261439	0.265739233253966
LOC146880	146880	0.18785426261439	0.308800519537415
		0.187869501139014	0.109062005924036
DMD	1756	0.187996323074116	0.150624072310656
		0.188045976817109	0.481492737678003
RSAD2	91543	0.188051231284635	0.793632528750566
		0.188121807396503	0.424555291189342
		0.188143025098076	-0.201489591783448
		0.188291184463208	-0.27383779103288
MFSD12	126321	0.188322697414494	-0.224486652185946
TMEM266	123591	0.188352955136187	0.203478853273241
HS2ST1	9653	0.18849416969373	-0.319025373850341
SNORD37	26812	0.188511536420326	-0.2804721838288
		0.188511536420326	-0.239333206369615
		0.18853249947993	0.107461318333333
LOC100128185	100128185	0.18869463469036	0.208458822024943
SRGAP2C///SRGAP2B///SRGAP2	653464///647135///23380	0.18869463469036	-0.390738025074835
		0.188748374363788	0.100429837481859
MTRF1L	54516	0.188766391740232	0.235060632799317
LIN7A	8825	0.188769260721278	1.08661960845465
EPHB1	2047	0.188877849485392	0.725113980541948
		0.188936984575252	-0.563569754379821
SNORA80B	100302743	0.188998872531483	-0.252780723308392
RNF121	55298	0.189097215424451	-0.290065361043086
		0.189213775372115	0.209821182207482
		0.189213775372115	0.30012656920635
		0.189471847583645	-0.44320363936508
LOC400499	400499	0.189494555737344	0.749963334978458
		0.189555127569009	-0.702331895333336
		0.189555127569009	-0.435939527547619
		0.189555127569009	0.304983115369613
BTBD10	84280	0.189555127569009	0.362179641045352
ZNF814	730051	0.18957416899913	0.395748392334467
P2RY2	5029	0.189625699126095	-0.637522419604308
REXO2	25996	0.189676081791664	-0.63597919390363
C18orf25	147339	0.189875344414784	0.307951433310659
ISL1	3670	0.189903151307777	-0.144229794722223
GPR89A///GPR89B	653519///51463	0.189938852238584	0.527141452718823
TACC1	6867	0.189946939332168	0.276454966196143
		0.189990254629117	0.204549986455782
		0.18999725610982	0.199570557430838
		0.18999725610982	-0.401475745180278
		0.18999725610982	0.371116986676868
THOC6	79228	0.18999725610982	-0.459075705709751
OR13A1	79290	0.19004009153952	0.260821461291382
		0.190047242863834	0.29723455170408
ZNF418	147686	0.190113896955795	-0.570011250657598
		0.19014837185211	-0.624876130134922
MICA	100507436	0.19014837185211	0.263778383502265
PPP1R9B	84687	0.19014837185211	0.355626389136053
		0.19014837185211	0.21296245554195
		0.190165195768093	0.261344653752833
		0.190165796950739	-0.360431090609982
		0.190198721695201	0.118867385478457
C3orf67	200844	0.190356824012829	-0.18262887419728
RPSAP52	204010	0.190356824012829	0.136283505246031
ODF3L2	284451	0.190371017894092	0.202156921441042
CLSTN2	64084	0.190371017894092	-0.275265971222221
		0.190371017894092	0.707484081424038
		0.190371017894092	0.356345599007936
ZPBP2	124626	0.190377464123747	0.305954942324262
PSRC1	84722	0.19042841776437	-0.311272941894559
SOX5	6660	0.19042841776437	0.533570050054423
SAMSN1	64092	0.190512172314009	-0.630194967718823
NFIL3	4783	0.190512172314009	-0.88328146530839
ASXL1	171023	0.190517724477192	0.213252205659862
		0.190517724477192	0.17291267397052
DYX1C1-CCPG1///CCPG1	100533483///9236	0.190521597829274	0.620936274157597
KRT3	3850	0.190566431677514	0.249227679216552
FNDC11	79025	0.190607284125633	0.236045037230159
		0.190709324116492	0.19136660464059
INPP5J	27124	0.190744202480036	0.149755967639456
		0.190837890304613	-0.746692736349208
		0.190838195541733	0.335466744482993
		0.190993286276801	-0.17116316072109
		0.190993286276801	0.556507285642855
		0.191021573745618	0.223554257411564
ARHGEF12	23365	0.191060873868777	-0.630483329840137
PIGX	54965	0.191120235691708	0.646452835674601
VPS33A	65082	0.191173852028005	0.229157348038545
PDHX	8050	0.191187608907826	0.276970284066894
MYSM1	114803	0.191187608907826	0.206793807004535
		0.191187608907826	-0.303590261418369
KLRC4-KLRK1///KLRC4	100528032///8302	0.191224995036557	0.93906110377551
IL22RA2	116379	0.191224995036557	0.126594316358276
ADAMTS19	171019	0.191224995036557	0.147596806019274
		0.191357467344488	0.245182854433105
		0.191459837569307	0.16115898811678
ANAPC1P1///ANAPC1	100286979///64682	0.191486622236081	-0.662362051719956
		0.191593059404907	0.274674124987528
CCDC149	91050	0.19167092029226	-0.500893425791383
TMEM159///TMEM159	57146///57146	0.19167453545501	-0.437491300428571
OR2M4	26245	0.191705176331121	0.195388077020407
BPI	671	0.191837568550821	-0.967581367243766
RSL1D1	26156	0.191859722731274	-0.699508385082769
		0.191906484054006	0.384304968043085
SSU72	29101	0.192014846084665	0.233764428911565
NT5C1A	84618	0.192023909105576	0.229856076433106
		0.192039875206246	0.13741444946712
TTTY12///TTTY12	83867///83867	0.192039875206246	0.163451189482992
		0.192107299114577	0.196856595140589
HS3ST1	9957	0.192122806027827	0.379767667989793
CTNND2	1501	0.192132179856236	0.239106956862811
NDUFA9	4704	0.192151664361961	-0.431769513376418
LIN28A	79727	0.192316326431161	0.254839160804988
LRTM2	654429	0.192316326431161	0.183645401967119
IGFL4	444882	0.192316326431161	0.164665023616779
MEF2A	4205	0.192316326431161	0.304020125930837
HMGN1	3150	0.192316326431161	-0.249774021630385
IRF7	3665	0.192316326431161	0.285551163386619
		0.192363502331324	-0.364327672518141
		0.192363502331324	0.246117544594104
		0.192363502331324	-0.55952467176304
		0.192385246372251	-0.255609039701815
ITPKA	3706	0.192424545649414	-0.24167892543084
		0.192515241287838	0.500891935850339
		0.19253313491427	0.119108523318593
MAFF	23764	0.192549721271143	-0.397115216307258
		0.192549721271143	0.395591136874149
CYP2W1	54905	0.192549721271143	0.196367449167798
		0.192549721271143	0.355837049455779
ZNF317	57693	0.192549721271143	-0.195238577128119
		0.192599490092226	-0.415529544501135
		0.192714637074377	0.56344614789569
		0.192811939216629	-0.365045653812927
HOXC5	3222	0.192826273157939	0.186907526713151
CD2BP2	10421	0.192881595529092	0.368829046995464
		0.192881595529092	0.178255573453514
		0.19289723987718	-0.524064387685944
MAN1B1	11253	0.19302299926348	-0.194497321158731
MBOAT2	129642	0.193054572203905	-1.07892003499433
PHLPP2	23035	0.193054572203905	0.625474918945578
		0.193054572203905	-0.310674484030613
LGMN	5641	0.193054572203905	0.683382548205214
CCDC6	8030	0.193065975135069	-0.692101871334469
		0.193065975135069	0.118437871546484
CCDC105	126402	0.193065975135069	0.192278030295919
		0.193065975135069	-0.408855606218821
		0.193140728288127	0.170514318215419
		0.193186022597444	0.187442872534014
		0.193246788289495	-0.46141480625737
		0.193246788289495	-0.457248803316327
SVIP	258010	0.193246788289495	0.601925640221088
		0.193246788289495	0.182929875350339
		0.193260853167015	0.208175673476191
		0.193347118436211	-0.492508084883221
ZNF304	57343	0.193426841451738	-0.387397605582768
CARNMT1	138199	0.193426841451738	-0.408158962526078
		0.193426841451738	-0.731770761343539
		0.193426841451738	-0.234550244258507
LRRC1	55227	0.193449770096653	-0.37568676354422
NKX2-6	137814	0.193449770096653	0.210913206538547
FUT2	2524	0.193449770096653	0.198422097247164
		0.193449770096653	-0.0971901244659872
BTBD8	284697	0.193449770096653	0.317321380173468
		0.193491805512346	0.378618823622448
ZNF717	100131827	0.193604319635453	0.536091847951245
ANKRD20A11P	391267	0.193604319635453	0.333130944685939
		0.193750555626859	0.178473590955781
LOC151760	151760	0.193791922554514	0.185709900163264
KRI1	65095	0.193836197280619	-0.409560808021544
		0.193937788587256	0.295992477693875
		0.193985483626345	-0.345392422336735
		0.193985483626345	0.698145337857145
HACE1	57531	0.194100846978739	-0.539797544931974
		0.194100846978739	-0.72623067551474
CACUL1	143384	0.194100846978739	0.388144543216551
RHEBL1	121268	0.194185047575274	0.188528147195011
ANKRD30BL	554226	0.19419133281369	0.192918295664398
CRTAM	56253	0.19423044412046	0.656853301223356
		0.194246655834468	-0.33440114538889
ING1	3621	0.194261605312452	0.270189257546485
KRT27	342574	0.194279082337938	0.18069502840136
		0.194307737874654	-0.427890859651932
LOC102724562///MST1L///MST1P2///MST1	102724562///11223///11209///4485	0.194322034121955	0.175444541210882
ALKBH2	121642	0.194352003574791	-0.391344809402495
MPLKIP	136647	0.194386431052612	-0.689431703168935
		0.194422464493602	0.21659088999433
ASGR1	432	0.194422464493602	0.268296302384353
		0.194452541163433	0.146805561776643
NFYB	4801	0.194457674785618	-0.451504694403631
STX16-NPEPL1///STX16	100534593///8675	0.194548205916385	0.244715986429703
MTMR6	9107	0.194593049454842	0.301589945234692
AKAP14	158798	0.19464250075821	0.105677897623581
CHST1	8534	0.19464250075821	-0.240046429496599
WBSCR17	64409	0.194659275330639	0.1588144103356
FOSL1	8061	0.194696183197213	-0.26435206142517
TRIM3	10612	0.194741120896619	0.169537360646258
		0.194838163029266	0.45039808707483
		0.194898956645767	0.117934905942176
CD19	930	0.194948119585114	0.781303723919498
TPM1	7168	0.194948119585114	0.294492355575962
BBS2	583	0.195000554581724	0.435085345879816
IL2	3558	0.195000554581724	0.085250882702947
		0.195000554581724	-0.514547237092973
		0.195049548962286	0.207656982249432
		0.195147921029221	0.319461536925169
		0.195181971784665	0.284820080696143
		0.195183830655506	0.0944664831587292
		0.195183830655506	0.367092957278911
ADAMTS2	9509	0.195249922765543	-0.242540093066896
HR	55806	0.195308430078264	0.206155612812925
		0.195308430078264	0.457139077334467
JMY	133746	0.19531631052458	0.582857502821994
		0.195320625737974	-0.544460133548754
		0.195320625737974	-0.179013327259637
		0.195369508736892	0.251546936937642
C20orf166-AS1	253868	0.195404452025537	-0.298099235971656
		0.1955782390004	-0.440807875026077
		0.1955782390004	0.220565094851473
